,positive adj count,negative adj count,sentiment
4534,4,4,1
4535,9,11,0
4536,1,5,0
4537,2,2,0
4538,0,0,0
4539,10,4,1
4540,2,2,0
4541,0,1,1
4542,9,2,0
4543,3,3,0
4544,8,3,0
4545,2,3,1
4546,4,0,1
4547,3,3,0
4548,4,2,1
4549,1,2,1
4550,4,0,1
4551,1,3,0
4552,2,4,0
4553,9,5,1
4554,9,0,1
4555,10,1,1
4556,2,1,1
4557,2,2,1
4558,0,0,0
4559,1,2,0
4560,0,2,0
4561,6,1,1
4562,1,0,0
4563,3,11,0
4564,2,2,0
4565,16,4,1
4566,5,5,1
4567,1,4,1
4568,14,5,1
4569,3,0,1
4570,5,8,1
4571,8,8,0
4572,1,4,0
4573,1,1,1
4574,10,3,1
4575,2,7,0
4576,5,14,0
4577,0,3,1
4578,4,1,1
4579,4,2,1
4580,5,0,1
4581,3,2,1
4582,9,1,1
4583,3,6,0
4584,11,6,1
4585,7,10,1
4586,3,4,0
4587,10,1,1
4588,4,4,0
4589,2,4,0
4590,2,3,0
4591,0,3,1
4592,4,1,1
4593,1,2,0
4594,4,11,0
4595,1,0,1
4596,1,2,0
4597,2,3,1
4598,2,6,0
4599,2,2,1
4600,5,1,1
4601,1,3,1
4602,12,4,1
4603,4,1,0
4604,3,0,1
4605,3,1,1
4606,5,4,0
4607,4,1,1
4608,0,4,0
4609,0,0,1
4610,5,3,1
4611,3,0,0
4612,6,5,1
4613,5,5,0
4614,6,2,1
4615,6,2,1
4616,0,5,0
4617,7,1,1
4618,4,0,1
4619,1,4,1
4620,2,1,1
4621,5,3,0
4622,3,2,1
4623,3,9,0
4624,3,6,0
4625,0,0,0
4626,4,3,1
4627,2,2,0
4628,5,1,1
4629,5,7,0
4630,7,3,1
4631,1,2,0
4632,8,4,0
4633,0,2,1
4634,3,3,0
4635,1,3,1
4636,6,2,1
4637,2,4,0
4638,1,1,1
4639,3,6,0
4640,9,5,1
4641,3,0,1
4642,3,7,0
4643,7,2,1
4644,1,1,1
4645,4,11,1
4646,6,2,1
4647,2,3,0
4648,11,17,1
4649,14,8,0
4650,15,4,1
4651,15,7,1
4652,21,5,1
4653,1,1,0
4654,4,2,0
4655,0,2,1
4656,4,0,0
4657,5,1,1
4658,2,3,1
4659,4,3,1
4660,5,5,0
4661,2,1,1
4662,1,0,1
4663,4,2,1
4664,0,3,1
4665,10,8,1
4666,1,4,0
4667,5,0,1
4668,6,13,0
4669,1,0,1
4670,2,0,1
4671,4,3,1
4672,5,10,0
4673,6,1,1
4674,6,5,1
4675,10,3,0
4676,3,4,1
4677,7,2,1
4678,9,1,1
4679,1,8,0
4680,12,3,0
4681,5,0,1
4682,1,4,0
4683,3,1,1
4684,3,0,0
4685,15,24,0
4686,5,6,0
4687,2,2,1
4688,5,1,1
4689,1,2,0
4690,5,2,1
4691,2,2,1
4692,7,7,0
4693,3,0,1
4694,8,3,1
4695,4,1,1
4696,5,1,1
4697,11,18,0
4698,5,1,0
4699,8,8,0
4700,7,2,1
4701,3,0,1
4702,3,5,0
4703,5,3,0
4704,2,0,1
4705,3,5,0
4706,5,3,1
4707,6,13,0
4708,1,9,0
4709,9,4,1
4710,7,4,1
4711,0,7,0
4712,13,9,0
4713,1,2,0
4714,4,0,1
4715,5,6,0
4716,5,3,1
4717,2,5,0
4718,15,0,1
4719,3,1,0
4720,4,4,1
4721,2,5,0
4722,5,2,1
4723,6,3,0
4724,4,7,0
4725,3,3,0
4726,1,5,0
4727,4,2,0
4728,1,1,0
4729,2,2,0
4730,9,10,1
4731,1,1,0
4732,0,1,1
4733,1,5,0
4734,1,9,0
4735,2,1,0
4736,1,2,0
4737,2,4,1
4738,2,7,0
4739,3,2,0
4740,7,6,1
4741,6,8,0
4742,2,2,1
4743,5,0,0
4744,3,1,1
4745,4,0,0
4746,3,2,0
4747,11,4,0
4748,3,5,0
4749,3,1,1
4750,5,7,1
4751,8,9,0
4752,2,1,1
4753,3,4,0
4754,6,5,1
4755,1,1,0
4756,3,1,1
4757,1,0,1
4758,9,6,1
4759,6,3,0
4760,8,5,0
4761,3,8,0
4762,4,5,0
4763,3,8,0
4764,1,4,0
4765,4,2,1
4766,3,3,0
4767,15,5,1
4768,3,1,1
4769,1,4,0
4770,8,8,0
4771,2,4,0
4772,5,3,1
4773,6,4,1
4774,15,6,0
4775,0,2,0
4776,3,11,0
4777,7,1,1
4778,3,3,0
4779,6,0,1
4780,3,0,1
4781,1,7,0
4782,4,1,1
4783,2,1,0
4784,5,8,1
4785,0,3,0
4786,1,3,0
4787,15,12,0
4788,7,1,1
4789,9,8,1
4790,6,18,0
4791,9,6,0
4792,2,1,1
4793,4,5,0
4794,0,5,0
4795,14,1,1
4796,4,0,1
4797,3,2,1
4798,3,5,1
4799,3,0,0
4800,3,2,0
4801,4,2,1
4802,3,7,0
4803,3,2,0
4804,6,6,0
4805,3,2,1
4806,12,2,1
4807,4,1,1
4808,13,4,1
4809,1,3,0
4810,6,0,1
4811,8,1,1
4812,6,4,0
4813,5,1,1
4814,0,5,0
4815,1,0,0
4816,7,1,1
4817,9,7,0
4818,2,2,0
4819,3,0,1
4820,0,7,0
4821,3,2,1
4822,2,2,0
4823,4,3,1
4824,4,2,1
4825,4,1,1
4826,2,3,1
4827,3,1,1
4828,4,1,0
4829,4,1,1
4830,6,3,0
4831,9,5,0
4832,5,3,0
4833,3,8,0
4834,3,0,1
4835,15,3,1
4836,0,0,1
4837,7,0,1
4838,5,0,1
4839,0,4,0
4840,11,2,1
4841,1,3,0
4842,1,7,0
4843,7,6,1
4844,1,3,0
4845,0,2,0
4846,10,6,1
4847,4,0,1
4848,5,4,0
4849,1,1,0
4850,1,2,0
4851,1,3,0
4852,1,3,0
4853,1,3,0
4854,6,1,1
4855,4,0,1
4856,3,3,0
4857,2,1,0
4858,3,2,1
4859,5,0,1
4860,1,4,0
4861,1,5,0
4862,7,12,0
4863,12,9,0
4864,11,22,1
4865,3,0,1
4866,1,5,0
4867,2,2,1
4868,8,4,1
4869,4,0,1
4870,3,4,1
4871,1,3,0
4872,5,0,1
4873,5,2,1
4874,7,5,0
4875,9,5,0
4876,9,4,1
4877,10,2,1
4878,4,1,1
4879,2,1,0
4880,2,4,0
4881,3,2,0
4882,5,5,0
4883,8,3,1
4884,1,5,0
4885,2,4,1
4886,12,3,1
4887,7,3,1
4888,6,4,1
4889,4,4,0
4890,5,0,1
4891,0,2,0
4892,1,1,0
4893,5,0,1
4894,14,15,0
4895,0,7,0
4896,0,3,0
4897,1,4,0
4898,3,1,0
4899,15,12,1
4900,0,0,0
4901,7,19,0
4902,6,0,1
4903,1,1,0
4904,24,15,1
4905,0,9,0
4906,4,1,1
4907,1,7,0
4908,3,0,1
4909,18,1,0
4910,13,1,1
4911,3,4,0
4912,9,3,0
4913,11,8,0
4914,4,1,0
4915,19,9,1
4916,8,2,1
4917,2,2,0
4918,0,3,0
4919,3,2,1
4920,6,2,1
4921,0,0,1
4922,1,9,0
4923,2,6,0
4924,4,0,1
4925,6,18,0
4926,5,0,1
4927,1,5,0
4928,5,5,0
4929,2,2,0
4930,6,1,1
4931,10,6,1
4932,1,4,0
4933,7,2,1
4934,3,4,0
4935,0,0,1
4936,1,5,0
4937,6,5,1
4938,5,5,0
4939,12,7,1
4940,3,3,1
4941,5,2,1
4942,10,7,0
4943,8,1,1
4944,4,2,1
4945,1,5,0
4946,0,1,0
4947,2,4,0
4948,0,4,0
4949,4,1,0
4950,9,12,0
4951,5,15,0
4952,1,0,1
4953,6,3,1
4954,3,2,1
4955,5,4,0
4956,5,1,0
4957,1,2,0
4958,0,4,0
4959,4,4,0
4960,2,4,0
4961,2,0,0
4962,6,0,1
4963,5,8,0
4964,2,0,1
4965,3,9,0
4966,2,3,0
4967,1,3,0
4968,2,1,1
4969,9,2,1
4970,2,3,0
4971,5,3,0
4972,6,3,1
4973,2,2,1
4974,3,4,0
4975,4,0,1
4976,6,8,0
4977,4,2,0
4978,1,2,0
4979,3,1,1
4980,12,6,1
4981,6,1,1
4982,2,8,0
4983,1,6,0
4984,7,9,0
4985,6,4,0
4986,1,6,0
4987,2,2,0
4988,4,3,0
4989,5,1,1
4990,0,2,0
4991,0,0,0
4992,3,2,1
4993,1,2,0
4994,6,2,1
4995,1,2,0
4996,6,1,1
4997,9,1,1
4998,14,10,0
4999,0,2,0
5000,3,1,1
5001,2,1,1
5002,3,1,1
5003,7,6,0
5004,7,1,1
5005,6,3,0
5006,7,3,0
5007,6,0,1
5008,6,8,0
5009,10,3,1
5010,1,11,0
5011,4,1,1
5012,1,0,1
5013,4,2,1
5014,5,3,1
5015,6,2,0
5016,2,0,1
5017,4,2,1
5018,4,6,1
5019,1,1,1
5020,18,6,1
5021,7,3,1
5022,2,1,1
5023,5,4,0
5024,5,3,0
5025,6,11,0
5026,3,2,0
5027,1,1,0
5028,12,2,1
5029,6,2,1
5030,0,6,0
5031,7,0,1
5032,0,5,0
5033,5,3,1
5034,9,1,0
5035,6,5,1
5036,2,0,1
5037,6,1,0
5038,2,1,1
5039,4,7,1
5040,6,10,0
5041,4,5,0
5042,3,1,0
5043,1,3,1
5044,3,3,0
5045,4,0,1
5046,14,6,1
5047,4,1,1
5048,3,0,0
5049,3,5,0
5050,2,2,1
5051,28,8,1
5052,2,5,0
5053,5,3,0
5054,6,1,0
5055,8,2,1
5056,5,7,0
5057,0,1,0
5058,14,6,1
5059,4,3,0
5060,3,1,0
5061,1,1,0
5062,5,0,0
5063,3,4,1
5064,1,2,0
5065,5,1,1
5066,11,2,1
5067,5,2,1
5068,3,0,1
5069,0,1,0
5070,2,1,0
5071,2,0,0
5072,5,7,0
5073,1,1,1
5074,2,0,1
5075,5,4,0
5076,4,2,0
5077,6,0,1
5078,5,16,0
5079,3,2,1
5080,6,2,1
5081,5,0,1
5082,4,0,1
5083,2,0,1
5084,5,10,1
5085,2,4,1
5086,2,3,0
5087,1,1,1
5088,6,1,1
5089,2,1,1
5090,8,4,1
5091,0,1,1
5092,8,0,1
5093,10,5,0
5094,1,2,0
5095,3,2,0
5096,4,8,0
5097,6,8,0
5098,3,3,0
5099,4,0,1
5100,12,1,1
5101,4,1,0
5102,1,5,0
5103,4,1,1
5104,12,2,1
5105,2,2,0
5106,3,3,0
5107,4,3,0
5108,6,7,1
5109,3,6,0
5110,8,4,1
5111,6,5,0
5112,2,4,0
5113,4,6,0
5114,5,1,1
5115,3,1,0
5116,7,0,0
5117,1,5,0
5118,18,15,1
5119,11,1,0
5120,11,4,1
5121,0,1,1
5122,1,2,0
5123,2,0,1
5124,11,6,1
5125,2,1,1
5126,1,1,1
5127,5,12,1
5128,1,1,0
5129,3,0,1
5130,1,0,1
5131,1,3,0
5132,1,1,1
5133,4,5,0
5134,7,0,1
5135,1,8,0
5136,3,3,1
5137,1,2,0
5138,11,18,0
5139,1,2,1
5140,3,3,0
5141,1,0,1
5142,3,3,1
5143,7,2,1
5144,1,2,1
5145,3,13,0
5146,4,0,1
5147,3,0,1
5148,1,2,1
5149,5,6,0
5150,6,4,0
5151,12,5,0
5152,6,3,0
5153,0,1,0
5154,8,4,1
5155,0,4,1
5156,1,2,0
5157,5,5,0
5158,3,5,0
5159,4,1,1
5160,11,8,0
5161,6,11,0
5162,8,4,0
5163,10,7,0
5164,1,0,1
5165,2,4,0
5166,3,4,0
5167,2,0,1
5168,13,6,1
5169,3,4,1
5170,8,1,1
5171,5,3,1
5172,4,1,1
5173,16,8,1
5174,5,2,1
5175,7,9,0
5176,7,5,0
5177,7,0,1
5178,5,0,1
5179,5,8,1
5180,0,0,0
5181,6,5,1
5182,0,0,1
5183,0,1,1
5184,1,0,1
5185,1,1,0
5186,4,4,0
5187,0,3,0
5188,5,4,0
5189,1,3,1
5190,6,0,1
5191,2,4,0
5192,2,5,0
5193,2,0,1
5194,4,3,1
5195,1,3,0
5196,2,3,0
5197,2,1,0
5198,3,4,0
5199,14,8,1
5200,13,12,1
5201,7,12,1
5202,2,0,1
5203,1,0,1
5204,4,2,0
5205,0,0,1
5206,2,2,0
5207,1,0,1
5208,3,9,1
5209,6,1,0
5210,0,3,0
5211,3,2,0
5212,0,2,0
5213,4,0,1
5214,7,5,0
5215,1,4,0
5216,7,1,1
5217,7,6,0
5218,5,7,0
5219,6,2,1
5220,0,1,0
5221,4,1,1
5222,0,2,0
5223,0,1,0
5224,4,2,1
5225,4,2,0
5226,12,7,1
5227,3,6,1
5228,14,2,1
5229,2,4,0
5230,14,10,1
5231,3,3,0
5232,3,1,0
5233,11,4,1
5234,1,5,0
5235,5,2,0
5236,4,1,0
5237,3,1,1
5238,1,1,0
5239,5,11,0
5240,4,0,1
5241,9,3,1
5242,7,4,1
5243,6,1,1
5244,6,0,1
5245,0,6,0
5246,7,5,0
5247,7,3,1
5248,6,5,1
5249,8,0,1
5250,5,1,0
5251,4,1,1
5252,7,3,1
5253,5,6,0
5254,8,11,0
5255,3,0,1
5256,7,3,1
5257,5,1,1
5258,14,14,0
5259,7,0,1
5260,3,1,1
5261,2,0,0
5262,1,1,0
5263,4,1,0
5264,2,1,0
5265,1,1,1
5266,1,5,1
5267,5,5,1
5268,13,12,1
5269,2,2,1
5270,3,3,0
5271,12,5,0
5272,3,4,0
5273,3,0,1
5274,6,2,1
5275,4,0,1
5276,1,2,0
5277,4,0,1
5278,1,0,1
5279,2,1,0
5280,5,0,1
5281,0,0,1
5282,4,5,0
5283,0,0,1
5284,8,4,0
5285,4,0,1
5286,4,2,1
5287,19,2,1
5288,6,6,0
5289,7,0,1
5290,3,5,0
5291,1,4,1
5292,0,6,0
5293,2,5,0
5294,6,5,0
5295,1,3,1
5296,18,4,1
5297,4,2,0
5298,2,4,0
5299,1,3,0
5300,5,6,0
5301,1,0,0
5302,2,3,0
5303,3,3,0
5304,0,0,1
5305,0,1,0
5306,1,2,0
5307,5,3,0
5308,6,3,1
5309,4,6,1
5310,2,2,1
5311,4,3,1
5312,7,0,1
5313,5,8,0
5314,1,8,0
5315,0,1,1
5316,8,8,0
5317,7,1,1
5318,5,1,0
5319,12,17,0
5320,2,1,0
5321,6,2,0
5322,2,5,0
5323,6,10,0
5324,3,2,0
5325,1,2,0
5326,0,3,1
5327,0,2,0
5328,6,0,1
5329,0,5,0
5330,6,5,0
5331,5,0,1
5332,3,0,1
5333,19,12,1
5334,3,12,0
5335,10,17,0
5336,4,3,0
5337,2,0,1
5338,3,1,1
5339,3,1,1
5340,4,4,1
5341,4,1,0
5342,6,22,0
5343,7,1,1
5344,9,3,0
5345,4,4,0
5346,5,2,0
5347,4,0,1
5348,3,2,0
5349,8,3,0
5350,12,15,1
5351,2,3,0
5352,4,2,0
5353,7,5,0
5354,7,7,0
5355,0,0,0
5356,4,14,0
5357,3,6,0
5358,2,3,0
5359,5,5,1
5360,3,5,1
5361,12,3,1
5362,0,3,0
5363,0,1,0
5364,3,5,0
5365,2,2,0
5366,2,6,0
5367,1,0,1
5368,4,0,1
5369,3,0,0
5370,4,3,0
5371,3,1,1
5372,10,11,0
5373,8,4,1
5374,6,1,1
5375,15,2,0
5376,2,3,0
5377,6,3,1
5378,8,4,1
5379,2,3,0
5380,7,3,0
5381,1,2,0
5382,2,1,1
5383,0,2,0
5384,7,6,1
5385,5,2,1
5386,4,3,1
5387,3,6,0
5388,18,8,1
5389,12,16,0
5390,2,2,0
5391,7,5,0
5392,2,3,0
5393,1,6,0
5394,13,0,1
5395,5,2,0
5396,1,1,1
5397,0,4,0
5398,5,0,1
5399,17,8,0
5400,4,0,1
5401,3,6,1
5402,7,1,1
5403,4,2,1
5404,0,1,1
5405,9,3,1
5406,2,0,1
5407,9,0,1
5408,6,13,1
5409,3,8,1
5410,0,0,1
5411,3,8,0
5412,2,5,0
5413,17,14,1
5414,7,0,1
5415,24,23,0
5416,1,3,1
5417,3,1,1
5418,3,2,1
5419,10,10,0
5420,3,1,1
5421,15,6,0
5422,1,0,1
5423,0,1,1
5424,4,2,0
5425,4,5,0
5426,2,1,1
5427,9,0,1
5428,3,3,1
5429,2,2,0
5430,1,5,0
5431,4,1,1
5432,4,3,0
5433,4,5,1
5434,5,6,0
5435,5,10,0
5436,7,3,1
5437,2,10,0
5438,0,2,1
5439,4,4,0
5440,5,0,1
5441,1,0,0
5442,7,2,1
5443,1,2,0
5444,18,7,1
5445,2,10,0
5446,13,1,1
5447,0,3,0
5448,7,0,0
5449,9,9,0
5450,2,3,1
5451,13,3,1
5452,3,1,0
5453,10,5,1
5454,10,0,1
5455,6,0,1
5456,4,4,0
5457,1,3,1
5458,5,0,0
5459,3,6,0
5460,2,1,1
5461,3,2,0
5462,4,0,1
5463,3,13,0
5464,0,0,0
5465,1,6,0
5466,5,3,0
5467,3,3,1
5468,10,9,0
5469,11,2,1
5470,1,0,0
5471,2,3,0
5472,3,1,1
5473,3,3,1
5474,1,1,1
5475,8,3,0
5476,13,0,1
5477,5,0,1
5478,2,8,0
5479,3,0,1
5480,5,8,0
5481,12,5,1
5482,7,4,0
5483,12,4,1
5484,0,1,1
5485,4,2,0
5486,13,1,1
5487,8,0,1
5488,0,6,0
5489,6,6,1
5490,4,0,1
5491,3,4,0
5492,1,4,0
5493,6,1,1
5494,0,0,1
5495,0,6,0
5496,5,0,0
5497,4,7,1
5498,7,1,0
5499,4,3,0
5500,1,4,0
5501,7,5,0
5502,5,3,0
5503,1,0,0
5504,11,0,1
5505,4,1,1
5506,2,2,1
5507,7,5,1
5508,17,10,1
5509,3,1,1
5510,2,3,0
5511,1,3,0
5512,6,0,1
5513,2,0,1
5514,1,3,0
5515,12,6,1
5516,2,3,1
5517,3,1,1
5518,11,1,1
5519,5,2,1
5520,3,0,1
5521,4,6,0
5522,1,3,1
5523,14,3,0
5524,0,3,1
5525,4,0,1
5526,4,11,0
5527,8,0,1
5528,7,3,1
5529,2,3,0
5530,4,3,0
5531,5,5,0
5532,4,6,0
5533,3,8,0
5534,5,5,1
5535,11,6,1
5536,4,0,1
5537,7,6,0
5538,7,0,1
5539,11,2,1
5540,5,0,1
5541,5,0,1
5542,0,4,0
5543,5,3,0
5544,0,9,0
5545,4,0,1
5546,5,0,1
5547,7,4,1
5548,0,3,0
5549,1,1,1
5550,6,3,0
5551,1,3,0
5552,8,14,0
5553,2,2,1
5554,5,3,0
5555,2,2,0
5556,7,13,0
5557,5,12,0
5558,5,5,0
5559,0,2,0
5560,17,12,1
5561,2,5,0
5562,0,3,0
5563,3,6,0
5564,3,3,0
5565,2,0,0
5566,1,0,0
5567,8,4,1
5568,8,0,1
5569,2,5,0
5570,5,6,0
5571,3,13,0
5572,8,12,1
5573,3,1,1
5574,7,0,1
5575,5,0,1
5576,6,0,0
5577,3,4,0
5578,7,0,1
5579,6,2,1
5580,8,2,1
5581,4,1,1
5582,0,5,0
5583,4,2,0
5584,0,0,1
5585,6,1,1
5586,1,1,0
5587,2,3,0
5588,9,5,1
5589,7,7,0
5590,6,4,1
5591,8,3,1
5592,4,2,1
5593,3,1,0
5594,1,0,1
5595,4,1,0
5596,0,2,0
5597,3,1,1
5598,3,4,1
5599,16,18,0
5600,3,2,0
5601,1,5,0
5602,5,5,0
5603,3,3,1
5604,5,4,1
5605,6,3,1
5606,0,2,0
5607,1,5,0
5608,3,3,1
5609,3,1,0
5610,3,2,0
5611,2,0,0
5612,1,5,0
5613,5,4,0
5614,4,9,0
5615,5,3,0
5616,4,3,0
5617,3,0,1
5618,0,2,1
5619,2,0,1
5620,7,1,1
5621,2,2,1
5622,8,1,1
5623,8,8,0
5624,3,0,0
5625,1,3,0
5626,2,2,0
5627,4,2,0
5628,3,6,1
5629,4,0,1
5630,6,5,1
5631,1,5,0
5632,2,1,1
5633,19,14,1
5634,15,5,1
5635,3,0,1
5636,3,0,1
5637,5,0,1
5638,2,3,1
5639,2,2,0
5640,3,2,1
5641,3,3,0
5642,4,1,0
5643,0,2,0
5644,10,2,1
5645,2,3,0
5646,6,2,0
5647,2,5,0
5648,4,6,1
5649,2,0,1
5650,9,1,1
5651,1,8,0
5652,2,0,1
5653,5,1,1
5654,5,6,0
5655,1,0,0
5656,2,0,0
5657,0,1,0
5658,11,8,1
5659,18,8,1
5660,18,14,1
5661,2,9,1
5662,5,1,1
5663,5,9,0
5664,2,0,1
5665,19,11,1
5666,1,5,0
5667,1,3,0
5668,2,2,1
5669,5,10,0
5670,5,3,0
5671,4,7,0
5672,6,3,1
5673,1,0,1
5674,2,2,1
5675,0,1,0
5676,4,0,1
5677,3,2,0
5678,4,2,0
5679,2,1,0
5680,1,0,0
5681,1,4,1
5682,7,2,0
5683,2,5,0
5684,1,3,0
5685,0,3,0
5686,5,5,0
5687,5,1,1
5688,3,2,0
5689,5,3,0
5690,3,2,1
5691,5,0,1
5692,1,2,0
5693,4,5,1
5694,2,0,0
5695,11,5,1
5696,0,1,0
5697,3,0,1
5698,5,9,0
5699,5,6,0
5700,21,5,1
5701,3,4,0
5702,1,4,0
5703,10,0,1
5704,1,0,1
5705,1,3,0
5706,1,6,1
5707,4,12,0
5708,47,18,1
5709,1,1,0
5710,15,5,1
5711,6,10,0
5712,2,0,1
5713,1,2,0
5714,5,0,0
5715,3,6,1
5716,4,3,1
5717,5,2,1
5718,4,5,1
5719,2,4,1
5720,2,3,0
5721,2,1,1
5722,2,3,0
5723,8,19,0
5724,0,2,0
5725,4,1,1
5726,14,3,1
5727,5,5,1
5728,4,1,1
5729,1,2,1
5730,1,1,1
5731,13,10,1
5732,4,1,0
5733,8,6,1
5734,4,10,0
5735,16,3,1
5736,0,3,1
5737,12,1,1
5738,6,5,0
5739,2,2,0
5740,8,11,1
5741,3,1,1
5742,9,6,1
5743,6,4,1
5744,2,6,0
5745,7,4,0
5746,1,5,0
5747,1,2,0
5748,1,6,0
5749,3,2,1
5750,1,1,0
5751,7,5,1
5752,2,4,1
5753,8,1,0
5754,0,4,0
5755,1,6,0
5756,2,5,0
5757,4,6,0
5758,3,8,1
5759,5,4,0
5760,8,4,1
5761,1,1,0
5762,1,4,0
5763,4,7,1
5764,3,13,0
5765,5,7,0
5766,3,5,1
5767,3,3,1
5768,1,1,0
5769,0,4,0
5770,2,1,1
5771,5,0,1
5772,2,3,0
5773,6,3,0
5774,1,1,1
5775,1,2,1
5776,3,0,0
5777,6,3,0
5778,3,0,1
5779,1,1,1
5780,5,1,1
5781,1,5,0
5782,4,0,1
5783,6,2,1
5784,8,2,1
5785,5,5,1
5786,5,3,1
5787,3,0,1
5788,5,5,0
5789,1,2,0
5790,4,2,1
5791,9,2,1
5792,0,2,0
5793,4,10,0
5794,8,5,1
5795,4,0,1
5796,10,0,1
5797,2,2,0
5798,2,1,1
5799,0,1,1
5800,5,4,1
5801,2,6,0
5802,3,8,0
5803,4,4,0
5804,7,1,1
5805,13,0,0
5806,2,2,0
5807,3,5,0
5808,4,1,1
5809,11,1,1
5810,0,3,0
5811,0,1,0
5812,2,4,1
5813,2,1,1
5814,2,1,0
5815,2,5,1
5816,17,4,1
5817,5,4,1
5818,6,3,1
5819,5,0,0
5820,28,7,1
5821,11,14,0
5822,1,1,1
5823,2,3,1
5824,1,3,0
5825,6,9,1
5826,8,5,1
5827,2,0,0
5828,3,0,1
5829,10,3,1
5830,11,5,1
5831,2,0,1
5832,1,3,0
5833,7,9,0
5834,2,6,0
5835,3,4,0
5836,1,11,0
5837,4,6,1
5838,6,1,1
5839,3,13,0
5840,3,3,1
5841,0,0,0
5842,1,4,0
5843,7,0,1
5844,6,6,0
5845,1,3,1
5846,1,6,0
5847,6,3,1
5848,1,4,0
5849,17,6,1
5850,2,1,0
5851,5,2,1
5852,2,2,1
5853,5,2,1
5854,2,2,1
5855,3,3,1
5856,3,5,1
5857,7,1,1
5858,6,2,1
5859,4,1,1
5860,2,4,1
5861,1,4,0
5862,2,4,1
5863,4,2,0
5864,5,4,1
5865,3,1,1
5866,15,6,1
5867,1,1,1
5868,7,9,1
5869,3,1,0
5870,5,3,0
5871,2,6,1
5872,10,7,0
5873,2,1,1
5874,8,5,1
5875,2,2,0
5876,6,2,0
5877,6,6,0
5878,5,1,1
5879,1,1,0
5880,13,5,0
5881,10,9,1
5882,7,6,0
5883,2,1,1
5884,5,3,1
5885,3,1,0
5886,1,3,0
5887,2,6,0
5888,5,3,0
5889,10,2,1
5890,5,2,0
5891,6,2,0
5892,22,2,1
5893,2,3,0
5894,10,10,0
5895,2,2,0
5896,3,3,0
5897,4,2,0
5898,11,1,1
5899,6,0,1
5900,1,1,0
5901,2,2,0
5902,4,2,1
5903,1,2,0
5904,3,6,0
5905,17,14,0
5906,3,0,1
5907,0,8,0
5908,8,5,1
5909,4,5,0
5910,11,22,0
5911,4,0,1
5912,5,1,1
5913,11,7,1
5914,3,3,0
5915,3,1,1
5916,9,0,1
5917,8,13,0
5918,4,3,0
5919,8,4,1
5920,4,1,1
5921,5,6,0
5922,4,0,1
5923,24,2,1
5924,0,7,0
5925,7,6,0
5926,4,3,1
5927,2,0,1
5928,16,5,1
5929,2,13,0
5930,0,1,0
5931,3,5,0
5932,14,1,1
5933,1,9,0
5934,2,3,0
5935,8,0,1
5936,1,4,0
5937,3,6,0
5938,2,4,0
5939,3,3,0
5940,4,1,1
5941,15,0,1
5942,9,3,0
5943,3,6,1
5944,0,0,1
5945,4,3,1
5946,4,8,0
5947,3,7,0
5948,2,4,0
5949,5,1,1
5950,9,4,1
5951,4,9,0
5952,17,11,1
5953,3,4,0
5954,0,0,0
5955,6,9,0
5956,2,3,0
5957,0,5,0
5958,7,2,1
5959,2,4,0
5960,3,2,0
5961,2,2,0
5962,7,6,1
5963,2,6,0
5964,3,4,0
5965,8,6,1
5966,7,6,1
5967,16,3,1
5968,0,1,0
5969,3,2,1
5970,5,3,0
5971,2,2,0
5972,2,0,1
5973,9,7,1
5974,7,1,0
5975,9,3,1
5976,4,0,1
5977,4,3,1
5978,6,2,1
5979,12,4,1
5980,0,0,0
5981,5,0,1
5982,1,2,0
5983,0,3,0
5984,2,1,0
5985,0,6,0
5986,7,1,1
5987,3,2,0
5988,2,4,0
5989,2,1,1
5990,9,10,0
5991,2,3,0
5992,10,6,0
5993,15,4,1
5994,11,3,0
5995,8,1,1
5996,11,13,1
5997,1,4,0
5998,3,3,0
5999,6,0,1
6000,1,3,0
6001,3,6,0
6002,1,9,0
6003,2,1,1
6004,2,2,1
6005,4,3,0
6006,11,9,1
6007,18,10,0
6008,0,3,0
6009,2,2,0
6010,6,5,1
6011,5,1,1
6012,2,2,0
6013,6,3,0
6014,5,7,1
6015,3,12,0
6016,6,4,1
6017,3,4,0
6018,2,2,1
6019,2,1,1
6020,5,2,0
6021,2,3,0
6022,2,4,1
6023,4,9,0
6024,9,22,0
6025,12,11,0
6026,5,1,1
6027,5,4,1
6028,2,0,1
6029,9,7,1
6030,1,2,1
6031,10,7,1
6032,4,1,0
6033,3,1,1
6034,3,1,0
6035,1,3,0
6036,3,7,0
6037,5,12,0
6038,5,2,1
6039,10,6,1
6040,7,0,1
6041,0,4,0
6042,9,3,1
6043,5,0,1
6044,5,1,1
6045,2,2,0
6046,2,2,0
6047,4,5,0
6048,2,1,1
6049,4,1,1
6050,10,3,1
6051,1,9,0
6052,3,0,1
6053,1,0,1
6054,5,0,1
6055,1,0,1
6056,5,2,0
6057,2,1,0
6058,5,2,1
6059,3,2,0
6060,6,2,1
6061,20,2,1
6062,8,6,1
6063,6,6,0
6064,2,2,0
6065,1,2,0
6066,4,5,1
6067,0,0,1
6068,4,5,0
6069,4,17,0
6070,3,2,1
6071,3,0,1
6072,4,1,1
6073,5,6,0
6074,11,3,1
6075,1,4,0
6076,0,2,0
6077,0,1,0
6078,1,1,0
6079,3,1,1
6080,16,5,1
6081,2,1,0
6082,2,3,0
6083,2,2,1
6084,2,1,0
6085,5,1,1
6086,1,2,0
